QCBATCH,EXSAMPID,SAMPDATE,SAMPTIME,SITEID,STUDYID,STATIONID,SAMPLEID,LABREP,UDEPTH,LDEPTH,CHEMNAME,CONC,QUALCODE,UNITS,DVLEVEL,DL,RL,MEASBASIS,METHOD,LABNAME,LATITUDE,LONGITUDE,CHEMCODE
2010138,B21H-WA01,20100516,08:02,0600,B2,B21,W004,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21G-WA01,20100516,08:08,0600,B2,B21,W005,1L,750.00,750.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21E-WA01,20100516,08:21,0600,B2,B21,W006,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21D-WA01,20100516,08:23,0600,B2,B21,W007,1L,100.00,100.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21C-WA01,20100516,08:24,0600,B2,B21,W008,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21B-WA01,20100516,08:26,0600,B2,B21,W009,1L,2.00,2.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21F-WA01,20100516,08:14,0600,B2,B21,W010,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B21K-WA01,20100516,07:52,0600,B2,B21,W011,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73208167,-88.37671500,PET_HC
2010138,B22C-WA01,20100516,11:05,0600,B2,B22,W001,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22L-WA01,20100516,10:27,0600,B2,B22,W002,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22J-WA01,20100516,10:35,0600,B2,B22,W003,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22I-WA01,20100516,10:38,0600,B2,B22,W004,1L,1200.00,1200.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22H-WA01,20100516,10:42,0600,B2,B22,W005,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22G-WA01,20100516,10:48,0600,B2,B22,W006,1L,750.00,750.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22F-WA01,20100516,10:54,0600,B2,B22,W007,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22D-WA01,20100516,11:04,0600,B2,B22,W008,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22B-WA01,20100516,11:07,0600,B2,B22,W009,1L,2.00,2.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22K-WA01,20100516,10:33,0600,B2,B22,W010,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B22E-WA01,20100516,11:02,0600,B2,B22,W011,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72885167,-88.38026500,PET_HC
2010138,B23G-WA01,20100516,14:02,0600,B2,B23,W001,1L,750.00,750.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23B-WA01,20100516,14:20,0600,B2,B23,W002,1L,2.00,2.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23C-WA01,20100516,14:18,0600,B2,B23,W003,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23F-WA01,20100516,14:08,0600,B2,B23,W004,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23H-WA01,20100516,13:56,0600,B2,B23,W005,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23J-WA01,20100516,13:49,0600,B2,B23,W006,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23K-WA01,20100516,13:46,0600,B2,B23,W007,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23L-WA01,20100516,13:41,0600,B2,B23,W008,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23E-WA01,20100516,14:15,0600,B2,B23,W009,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23D-WA01,20100516,14:17,0600,B2,B23,W010,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B23I-WA01,20100516,13:51,0600,B2,B23,W011,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72240500,-88.38734667,PET_HC
2010138,B24C-WA01,20100516,17:04,0600,B2,B24,W001,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24B-WA01,20100516,17:05,0600,B2,B24,W002,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24D-WA01,20100516,17:03,0600,B2,B24,W003,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24E-WA01,20100516,17:00,0600,B2,B24,W004,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24F-WA01,20100516,16:53,0600,B2,B24,W005,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24G-WA01,20100516,16:47,0600,B2,B24,W006,1L,750.00,750.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24H-WA01,20100516,16:41,0600,B2,B24,W007,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24J-WA01,20100516,16:33,0600,B2,B24,W008,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24K-WA01,20100516,16:31,0600,B2,B24,W009,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24L-WA01,20100516,16:26,0600,B2,B24,W010,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B24I-WA01,20100516,16:36,0600,B2,B24,W011,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71596667,-88.39453333,PET_HC
2010138,B25I-WA01,20100517,07:25,0600,B2,B25,W001,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25D-WA01,20100517,07:51,0600,B2,B25,W002,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25E-WA01,20100517,07:49,0600,B2,B25,W003,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25L-WA01,20100517,07:13,0600,B2,B25,W004,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25K-WA01,20100517,07:20,0600,B2,B25,W005,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25F-WA01,20100517,07:42,0600,B2,B25,W006,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25J-WA01,20100517,07:22,0600,B2,B25,W007,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25H-WA01,20100517,07:30,0600,B2,B25,W008,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25C-WA01,20100517,07:53,0600,B2,B25,W009,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25B-WA01,20100517,07:54,0600,B2,B25,W010,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B25A-WA01,20100517,-9,0600,B2,B25,W011,1L,0.00,0.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.56666333,-88.00000833,PET_HC
2010138,B26H-WA01,20100517,11:58,0600,B2,B26,W001,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26L-WA01,20100517,11:43,0600,B2,B26,W002,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26C-WA01,20100517,12:20,0600,B2,B26,W003,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26K-WA01,20100517,11:48,0600,B2,B26,W004,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26J-WA01,20100517,11:51,0600,B2,B26,W005,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26I-WA01,20100517,11:53,0600,B2,B26,W006,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26A-WA01,20100517,-9,0600,B2,B26,W007,1L,0.00,0.00,Petroleum hydrocarbons,80.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26F-WA01,20100517,12:10,0600,B2,B26,W008,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26E-WA01,20100517,12:17,0600,B2,B26,W009,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26D-WA01,20100517,12:19,0600,B2,B26,W010,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26B-WA01,20100517,12:22,0600,B2,B26,W011,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B26G-WA01,20100517,12:04,0600,B2,B26,W012,1L,750.00,750.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73204500,-88.37674667,PET_HC
2010138,B27E-WA01,20100517,16:06,0600,B2,B27,W001,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27L-WA01,20100517,15:37,0600,B2,B27,W002,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27K-WA01,20100517,15:42,0600,B2,B27,W003,1L,1400.00,1400.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27J-WA01,20100517,15:45,0600,B2,B27,W004,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27I-WA01,20100517,15:47,0600,B2,B27,W005,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27H-WA01,20100517,15:52,0600,B2,B27,W006,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27F-WA01,20100517,15:59,0600,B2,B27,W007,1L,500.00,500.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27D-WA01,20100517,16:08,0600,B2,B27,W008,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27C-WA01,20100517,16:09,0600,B2,B27,W009,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27B-WA01,20100517,16:11,0600,B2,B27,W010,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27A-WA01,20100517,-9,0600,B2,B27,W011,1L,0.00,0.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B27G-WA01,20100517,15:55,0600,B2,B27,W012,1L,750.00,750.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.68689667,-88.42377667,PET_HC
2010138,B28L-WA01,20100517,18:20,0600,B2,B28,W001,1L,1475.00,1475.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28K-WA01,20100517,18:25,0600,B2,B28,W002,1L,1400.00,1400.00,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28H-WA01,20100517,18:35,0600,B2,B28,W003,1L,1000.00,1000.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28I-WA01,20100517,18:30,0600,B2,B28,W004,1L,1200.00,1200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28D-WA01,20100517,18:56,0600,B2,B28,W005,1L,100.00,100.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28C-WA01,20100517,18:57,0600,B2,B28,W006,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28B-WA01,20100517,18:59,0600,B2,B28,W007,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28J-WA01,20100517,18:28,0600,B2,B28,W008,1L,1300.00,1300.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
2010138,B28E-WA01,20100517,18:54,0600,B2,B28,W009,1L,200.00,200.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.63528333,-88.48089167,PET_HC
